index,한계기업,ROA(영업이익)(%)1,ROA(영업이익)(%)2,ROA(영업이익)(%)3,ROA(세전계속사업이익)(%)1,ROA(세전계속사업이익)(%)2,ROA(세전계속사업이익)(%)3,ROA(당기순이익)(%)1,ROA(당기순이익)(%)2,ROA(당기순이익)(%)3,ROA(총포괄이익)(%)1,ROA(총포괄이익)(%)2,ROA(총포괄이익)(%)3,ROE(영업이익)(%)1,ROE(영업이익)(%)2,ROE(영업이익)(%)3,ROE(세전계속사업이익)(%)1,ROE(세전계속사업이익)(%)2,ROE(세전계속사업이익)(%)3,ROE(당기순이익)(%)1,ROE(당기순이익)(%)2,ROE(당기순이익)(%)3,부채비율(%)1,부채비율(%)2,부채비율(%)3,자기자본현금흐름률(%)1,자기자본현금흐름률(%)2,자기자본현금흐름률(%)3,현금흐름/영업수익(%)1,현금흐름/영업수익(%)2,현금흐름/영업수익(%)3,현금흐름/총부채(%)1,현금흐름/총부채(%)2,현금흐름/총부채(%)3,현금흐름/총자본(%)1,현금흐름/총자본(%)2,현금흐름/총자본(%)3,현금흐름/총자산(%)1,현금흐름/총자산(%)2,현금흐름/총자산(%)3,현금흐름/총차입부채(%)1,현금흐름/총차입부채(%)2,현금흐름/총차입부채(%)3,총자산회전율(회)1,총자산회전율(회)2,총자산회전율(회)3,자본금회전율(회)1,자본금회전율(회)2,자본금회전율(회)3,총부채회전율(회)1,총부채회전율(회)2,총부채회전율(회)3,총자본회전율(회)1,총자본회전율(회)2,총자본회전율(회)3,총부채증가율(전년동기)(%)1,총부채증가율(전년동기)(%)2,총부채증가율(전년동기)(%)3,총자산증가율(전년동기)(%)1,총자산증가율(전년동기)(%)2,총자산증가율(전년동기)(%)3,매출액증가율(전년동기)(%)1,매출액증가율(전년동기)(%)2,매출액증가율(전년동기)(%)3,국고채 3년(평균)-%1,국고채 3년(평균)-%2,국고채 3년(평균)-%3,경상수지(백만불)-값1,경상수지(백만불)-값2,경상수지(백만불)-값3,소비자물가지수(CPI)-값1,소비자물가지수(CPI)-값2,소비자물가지수(CPI)-값3,실업률(15세 이상)-%1,실업률(15세 이상)-%2,실업률(15세 이상)-%3,코스닥 지수(연월말)-값1,코스닥 지수(연월말)-값2,코스닥 지수(연월말)-값3,환율-값1,환율-값2,환율-값3,WTI등락률-%1,WTI등락률-%2,WTI등락률-%3,국내총생산(명목GDP)1,국내총생산(명목GDP)2,국내총생산(명목GDP)3
3251,0,1.33,-3.13,7.83,-0.21,-4.15,8.27,-0.34,-6.86,11.63,-4.02,-11.31,13.83,3.12,-7.77,18.51,-0.48,-10.3,19.54,-0.8,-17.01,27.49,131.11,172.21,110.49,4.78,-9.87,34.96,2.83,-6.25,15.37,3.3,-6.16,23.49,4.45,-9.12,32.02,1.89,-3.68,13.55,5.18,-10.19,48.5,0.67,0.59,0.88,9.66,7.26,10.2,1.17,0.99,1.53,1.57,1.46,2.08,-8.55,-8.16,-10.78,-6.49,-17.64,7.53,-18.41,-22.68,40.46,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3256,0,2.33,5.75,0.8,-4.77,-0.81,-31.18,-4.24,0.01,-25.25,-4.81,-0.26,-25.15,9.5,21.62,2.94,-19.48,-3.04,-114.87,-17.3,0.02,-93.02,344.9,223.41,365.51,-12.77,4.16,-88.96,-6.19,2.21,-48.49,-4.14,1.51,-33.15,-12.77,4.16,-88.96,-3.13,1.11,-24.15,-5.23,1.93,-40.97,0.5,0.5,0.5,2.86,2.13,2.42,0.67,0.68,0.68,2.06,1.88,1.83,-7.9,-14.44,-24.2,-12.36,-3.98,-33.31,-15.31,-9.25,-18.72,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3257,0,5.75,0.8,7.25,-0.81,-31.18,1.33,0.01,-25.25,1.16,-0.26,-25.15,0.7,21.62,2.94,31.51,-3.04,-114.87,5.78,0.02,-93.02,5.02,223.41,365.51,304.56,4.16,-88.96,10.88,2.21,-48.49,3.5,1.51,-33.15,3.25,4.16,-88.96,10.88,1.11,-24.15,2.5,1.93,-40.97,4.01,0.5,0.5,0.72,2.13,2.42,7.18,0.68,0.68,0.93,1.88,1.83,3.11,-14.44,-24.2,-12.75,-3.98,-33.31,-9.0,-9.25,-18.72,9.94,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3258,0,0.8,7.25,14.39,-31.18,1.33,6.25,-25.25,1.16,4.45,-25.15,0.7,3.97,2.94,31.51,47.62,-114.87,5.78,20.7,-93.02,5.02,14.72,365.51,304.56,179.23,-88.96,10.88,19.25,-48.49,3.5,7.06,-33.15,3.25,8.33,-88.96,10.88,19.25,-24.15,2.5,5.82,-40.97,4.01,10.82,0.5,0.72,0.82,2.42,7.18,7.35,0.68,0.93,1.18,1.83,3.11,2.73,-24.2,-12.75,-16.27,-33.31,-9.0,-1.79,-18.72,9.94,8.53,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3259,0,7.25,14.39,10.76,1.33,6.25,2.97,1.16,4.45,0.28,0.7,3.97,-0.18,31.51,47.62,29.48,5.78,20.7,8.13,5.02,14.72,0.77,304.56,179.23,168.57,10.88,19.25,4.53,3.5,7.06,1.92,3.25,8.33,2.61,10.88,19.25,4.53,2.5,5.82,1.66,4.01,10.82,3.59,0.72,0.82,0.86,7.18,7.35,7.07,0.93,1.18,1.36,3.11,2.73,2.36,-12.75,-16.27,-6.09,-9.0,-1.79,-3.96,9.94,8.53,1.72,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3260,0,14.39,10.76,7.55,6.25,2.97,-8.9,4.45,0.28,-7.03,3.97,-0.18,-3.17,47.62,29.48,23.28,20.7,8.13,-27.44,14.72,0.77,-21.69,179.23,168.57,252.43,19.25,4.53,-17.36,7.06,1.92,-6.93,8.33,2.61,-8.33,19.25,4.53,-17.36,5.82,1.66,-5.63,10.82,3.59,-14.04,0.82,0.86,0.81,7.35,7.07,7.14,1.18,1.36,1.2,2.73,2.36,2.5,-16.27,-6.09,35.79,-1.79,-3.96,18.99,8.53,1.72,1.04,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3261,0,10.76,7.55,-1.57,2.97,-8.9,11.81,0.28,-7.03,6.96,-0.18,-3.17,5.98,29.48,23.28,-3.81,8.13,-27.44,28.6,0.77,-21.69,16.85,168.57,252.43,83.86,4.53,-17.36,20.05,1.92,-6.93,10.69,2.61,-8.33,14.11,4.53,-17.36,20.05,1.66,-5.63,8.28,3.59,-14.04,26.11,0.86,0.81,0.78,7.07,7.14,7.04,1.36,1.2,1.32,2.36,2.5,1.88,-6.09,35.79,-37.03,-3.96,18.99,-1.12,1.72,1.04,3.14,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3262,0,7.55,-1.57,-4.94,-8.9,11.81,-9.73,-7.03,6.96,-7.12,-3.17,5.98,-8.23,23.28,-3.81,-6.99,-27.44,28.6,-13.78,-21.69,16.85,-10.09,252.43,83.86,21.68,-17.36,20.05,-7.61,-6.93,10.69,-7.65,-8.33,14.11,-18.27,-17.36,20.05,-7.61,-5.63,8.28,-5.37,-14.04,26.11,-43.8,0.81,0.78,0.7,7.14,7.04,6.11,1.2,1.32,2.39,2.5,1.88,0.99,35.79,-37.03,-45.28,18.99,-1.12,40.08,1.04,3.14,8.14,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3267,0,-10.67,1.43,3.79,-17.55,-8.12,1.59,-17.62,-8.12,1.81,-17.74,-8.12,1.81,-45.92,8.13,12.26,-75.52,-46.13,5.14,-75.85,-46.13,5.84,1401.47,232.76,214.35,-64.33,-26.98,15.94,-14.19,-4.29,3.74,-19.47,-5.76,7.14,-64.33,-26.98,15.94,-14.95,-4.75,4.93,-26.55,-8.19,11.55,1.05,1.11,1.32,5.82,2.95,2.38,1.37,1.34,1.91,4.53,6.29,4.27,2.91,-34.24,-2.09,-28.44,-12.25,0.44,8.86,-17.71,11.69,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3268,0,1.43,3.79,4.41,-8.12,1.59,1.66,-8.12,1.81,1.66,-8.12,1.81,1.66,8.13,12.26,13.13,-46.13,5.14,4.94,-46.13,5.84,4.94,232.76,214.35,182.97,-26.98,15.94,13.92,-4.29,3.74,3.56,-5.76,7.14,7.02,-26.98,15.94,13.92,-4.75,4.93,4.67,-8.19,11.55,10.97,1.11,1.32,1.31,2.95,2.38,2.32,1.34,1.91,1.97,6.29,4.27,3.91,-34.24,-2.09,-8.81,-12.25,0.44,-3.84,-17.71,11.69,-2.35,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3269,0,3.79,4.41,3.02,1.59,1.66,1.25,1.81,1.66,2.93,1.81,1.66,6.37,12.26,13.13,8.11,5.14,4.94,3.35,5.84,4.94,7.86,214.35,182.97,155.56,15.94,13.92,15.91,3.74,3.56,5.33,7.14,7.02,9.46,15.94,13.92,15.91,4.93,4.67,5.93,11.55,10.97,13.46,1.32,1.31,1.11,2.38,2.32,2.0,1.91,1.97,1.77,4.27,3.91,2.98,-2.09,-8.81,0.88,0.44,-3.84,7.17,11.69,-2.35,-13.81,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3270,0,4.41,3.02,4.11,1.66,1.25,-0.96,1.66,2.93,2.64,1.66,6.37,2.64,13.13,8.11,10.37,4.94,3.35,-2.42,4.94,7.86,6.66,182.97,155.56,148.55,13.92,15.91,13.88,3.56,5.33,5.16,7.02,9.46,9.14,13.92,15.91,13.88,4.67,5.93,5.51,10.97,13.46,12.72,1.31,1.11,1.07,2.32,2.0,2.03,1.97,1.77,1.77,3.91,2.98,2.69,-8.81,0.88,2.08,-3.84,7.17,3.96,-2.35,-13.81,1.27,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3271,0,3.02,4.11,0.95,1.25,-0.96,0.29,2.93,2.64,1.0,6.37,2.64,1.0,8.11,10.37,2.08,3.35,-2.42,0.64,7.86,6.66,2.19,155.56,148.55,88.95,15.91,13.88,9.1,5.33,5.16,3.9,9.46,9.14,7.68,15.91,13.88,9.1,5.93,5.51,4.17,13.46,12.72,11.92,1.11,1.07,1.07,2.0,2.03,1.84,1.77,1.77,1.97,2.98,2.69,2.34,0.88,2.08,-38.8,7.17,3.96,-22.3,-13.81,1.27,-9.31,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3272,0,4.11,0.95,5.28,-0.96,0.29,4.64,2.64,1.0,3.94,2.64,1.0,2.85,10.37,2.08,9.19,-2.42,0.64,8.06,6.66,2.19,6.86,148.55,88.95,59.61,13.88,9.1,13.18,5.16,3.9,6.58,9.14,7.68,17.83,13.88,9.1,13.18,5.51,4.17,7.58,12.72,11.92,31.7,1.07,1.07,1.15,2.03,1.84,1.63,1.77,1.97,2.71,2.69,2.34,2.0,2.08,-38.8,-29.64,3.96,-22.3,-11.32,1.27,-9.31,-11.1,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3273,0,0.95,5.28,0.99,0.29,4.64,0.21,1.0,3.94,-1.09,1.0,2.85,-5.07,2.08,9.19,1.55,0.64,8.06,0.33,2.19,6.86,-1.71,88.95,59.61,54.59,9.1,13.18,5.36,3.9,6.58,2.99,7.68,17.83,9.36,9.1,13.18,5.36,4.17,7.58,3.41,11.92,31.7,14.57,1.07,1.15,1.14,1.84,1.63,1.44,1.97,2.71,3.13,2.34,2.0,1.79,-38.8,-29.64,-15.45,-22.3,-11.32,-10.58,-9.31,-11.1,-12.05,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3278,0,4.53,4.3,-2.61,4.8,3.98,-2.26,4.43,3.32,-1.79,4.65,2.84,-1.71,5.31,5.11,-3.4,5.62,4.73,-2.94,5.19,3.95,-2.32,14.9,22.78,38.36,9.07,9.35,2.53,10.23,10.61,4.14,52.63,49.72,8.45,9.07,9.35,2.53,7.74,7.87,1.95,129.67,115.03,15.49,0.76,0.74,0.47,7.36,7.23,4.6,5.15,4.68,2.04,0.89,0.88,0.61,-23.85,49.68,44.12,-3.89,4.62,-3.53,51.2,-1.76,-36.29,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3279,0,4.3,-2.61,-2.64,3.98,-2.26,-1.71,3.32,-1.79,-1.53,2.84,-1.71,-0.84,5.11,-3.4,-3.53,4.73,-2.94,-2.28,3.95,-2.32,-2.05,22.78,38.36,28.92,9.35,2.53,3.04,10.61,4.14,4.24,49.72,8.45,9.02,9.35,2.53,3.04,7.87,1.95,2.27,115.03,15.49,14.42,0.74,0.47,0.54,7.23,4.6,4.94,4.68,2.04,2.13,0.88,0.61,0.72,49.68,44.12,-25.44,4.62,-3.53,-7.86,-1.76,-36.29,7.4,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3280,0,-2.61,-2.64,8.31,-2.26,-1.71,9.63,-1.79,-1.53,8.06,-1.71,-0.84,8.04,-3.4,-3.53,10.23,-2.94,-2.28,11.87,-2.32,-2.05,9.94,38.36,28.92,18.02,2.53,3.04,15.45,4.14,4.24,18.41,8.45,9.02,66.59,2.53,3.04,15.45,1.95,2.27,12.54,15.49,14.42,97.97,0.47,0.54,0.68,4.6,4.94,6.07,2.04,2.13,3.62,0.61,0.72,0.84,44.12,-25.44,-31.21,-3.53,-7.86,1.08,-36.29,7.4,22.73,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3281,0,-2.64,8.31,6.98,-1.71,9.63,7.88,-1.53,8.06,6.25,-0.84,8.04,6.61,-3.53,10.23,8.49,-2.28,11.87,9.59,-2.05,9.94,7.6,28.92,18.02,24.97,3.04,15.45,13.37,4.24,18.41,18.3,9.02,66.59,61.8,3.04,15.45,13.37,2.27,12.54,10.99,14.42,97.97,108.69,0.54,0.68,0.6,4.94,6.07,5.77,2.13,3.62,3.38,0.72,0.84,0.73,-25.44,-31.21,50.15,-7.86,1.08,14.76,7.4,22.73,-4.84,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3282,0,8.31,6.98,3.21,9.63,7.88,3.46,8.06,6.25,2.97,8.04,6.61,3.25,10.23,8.49,3.89,11.87,9.59,4.19,9.94,7.6,3.6,18.02,24.97,17.51,15.45,13.37,9.09,18.41,18.3,13.21,66.59,61.8,42.84,15.45,13.37,9.09,12.54,10.99,7.5,97.97,108.69,93.88,0.68,0.6,0.57,6.07,5.77,5.68,3.62,3.38,3.24,0.84,0.73,0.69,-31.21,50.15,-29.38,1.08,14.76,-5.31,22.73,-4.84,-1.66,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3283,0,6.98,3.21,-2.74,7.88,3.46,-3.07,6.25,2.97,-2.03,6.61,3.25,-2.08,8.49,3.89,-3.22,9.59,4.19,-3.61,7.6,3.6,-2.38,24.97,17.51,17.36,13.37,9.09,3.41,18.3,13.21,6.3,61.8,42.84,19.54,13.37,9.09,3.41,10.99,7.5,2.9,108.69,93.88,44.66,0.6,0.57,0.46,5.77,5.68,4.37,3.38,3.24,3.1,0.73,0.69,0.54,50.15,-29.38,-5.62,14.76,-5.31,-4.92,-4.84,-1.66,-23.09,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3284,0,3.21,-2.74,0.84,3.46,-3.07,1.9,2.97,-2.03,1.69,3.25,-2.08,1.76,3.89,-3.22,0.99,4.19,-3.61,2.24,3.6,-2.38,2.0,17.51,17.36,19.11,9.09,3.41,7.66,13.21,6.3,12.16,42.84,19.54,41.99,9.09,3.41,7.66,7.5,2.9,6.48,93.88,44.66,88.34,0.57,0.46,0.53,5.68,4.37,5.02,3.24,3.1,3.45,0.69,0.54,0.63,-29.38,-5.62,12.43,-5.31,-4.92,3.64,-1.66,-23.09,14.85,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3289,0,6.33,8.03,9.57,4.58,4.65,8.81,4.0,4.06,7.21,3.77,3.53,7.02,20.69,24.96,26.83,14.97,14.47,24.72,13.09,12.64,20.23,223.91,199.82,165.61,26.22,22.68,29.35,5.82,4.87,6.5,11.24,10.48,15.83,25.51,22.11,28.57,7.8,7.11,10.18,19.75,18.78,28.97,1.34,1.46,1.57,31.92,35.53,38.71,1.93,2.15,2.44,4.38,4.54,4.4,13.89,3.98,7.02,14.89,7.85,14.39,22.26,21.03,19.45,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3290,0,8.03,9.57,1.89,4.65,8.81,1.65,4.06,7.21,6.5,3.53,7.02,6.34,24.96,26.83,5.18,14.47,24.72,4.52,12.64,20.23,17.79,199.82,165.61,180.46,22.68,29.35,27.99,4.87,6.5,19.15,10.48,15.83,15.74,22.11,28.57,27.33,7.11,10.18,9.99,18.78,28.97,29.41,1.46,1.57,0.52,35.53,38.71,14.77,2.15,2.44,0.82,4.54,4.4,1.43,3.98,7.02,28.22,7.85,14.39,24.25,21.03,19.45,-60.19,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3291,0,9.57,1.89,5.16,8.81,1.65,4.23,7.21,6.5,10.11,7.02,6.34,10.13,26.83,5.18,11.94,24.72,4.52,9.79,20.23,17.79,23.38,165.61,180.46,103.54,29.35,27.99,31.59,6.5,19.15,14.42,15.83,15.74,20.41,28.57,27.33,26.81,10.18,9.99,11.59,28.97,29.41,38.95,1.57,0.52,0.8,38.71,14.77,26.09,2.44,0.82,1.42,4.4,1.43,1.86,7.02,28.22,1.38,14.39,24.25,28.23,19.45,-60.19,94.91,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3292,0,1.89,5.16,7.46,1.65,4.23,6.53,6.5,10.11,5.08,6.34,10.13,5.01,5.18,11.94,14.65,4.52,9.79,12.83,17.79,23.38,9.99,180.46,103.54,90.03,27.99,31.59,15.8,19.15,14.42,6.07,15.74,20.41,12.49,27.33,26.81,12.05,9.99,11.59,6.13,29.41,38.95,24.8,0.52,0.8,1.01,14.77,26.09,33.98,0.82,1.42,2.06,1.43,1.86,1.99,28.22,1.38,-5.39,24.25,28.23,1.59,-60.19,94.91,42.42,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3293,0,5.16,7.46,4.83,4.23,6.53,2.96,10.11,5.08,2.22,10.13,5.01,1.74,11.94,14.65,8.78,9.79,12.83,5.38,23.38,9.99,4.03,103.54,90.03,75.39,31.59,15.8,12.08,14.42,6.07,4.77,20.41,12.49,10.07,26.81,12.05,8.24,11.59,6.13,4.53,38.95,24.8,21.82,0.8,1.01,0.95,26.09,33.98,35.24,1.42,2.06,2.11,1.86,1.99,1.73,1.38,-5.39,8.12,28.23,1.59,19.16,94.91,42.42,3.73,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3294,0,7.46,4.83,3.18,6.53,2.96,2.69,5.08,2.22,1.7,5.01,1.74,1.61,14.65,8.78,5.58,12.83,5.38,4.72,9.99,4.03,2.99,90.03,75.39,75.77,15.8,12.08,14.2,6.07,4.77,5.02,12.49,10.07,11.71,12.05,8.24,8.85,6.13,4.53,5.04,24.8,21.82,26.87,1.01,0.95,1.0,33.98,35.24,40.98,2.06,2.11,2.33,1.99,1.73,1.76,-5.39,8.12,2.54,1.59,19.16,2.24,42.42,3.73,16.28,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3295,0,4.83,3.18,1.88,2.96,2.69,1.7,2.22,1.7,0.84,1.74,1.61,0.56,8.78,5.58,3.33,5.38,4.72,3.0,4.03,2.99,1.48,75.39,75.77,77.91,12.08,14.2,14.46,4.77,5.02,5.09,10.07,11.71,11.28,8.24,8.85,8.67,4.53,5.04,4.9,21.82,26.87,27.01,0.95,1.0,0.96,35.24,40.98,40.05,2.11,2.33,2.22,1.73,1.76,1.7,8.12,2.54,2.99,19.16,2.24,1.38,3.73,16.28,-2.27,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3300,0,3.14,11.64,6.94,-0.75,7.95,6.36,-0.37,6.3,4.93,-0.24,6.3,5.01,6.32,27.03,15.79,-1.52,18.45,14.47,-0.74,14.62,11.21,140.34,125.35,129.27,5.41,21.13,18.17,1.77,6.47,5.27,5.35,15.97,14.26,5.41,21.13,18.17,2.69,9.1,7.99,9.36,31.36,22.71,1.52,1.4,1.52,37.27,43.01,51.07,3.02,2.47,2.71,3.06,3.26,3.45,124.26,4.49,12.67,47.07,9.7,11.15,-15.71,15.38,19.25,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3301,0,11.64,6.94,2.92,7.95,6.36,2.3,6.3,4.93,1.43,6.3,5.01,1.23,27.03,15.79,7.29,18.45,14.47,5.74,14.62,11.21,3.58,125.35,129.27,169.1,21.13,18.17,11.21,6.47,5.27,3.37,15.97,14.26,7.49,21.13,18.17,11.2,9.1,7.99,4.49,31.36,22.71,11.8,1.4,1.52,1.33,43.01,51.07,50.73,2.47,2.71,2.22,3.26,3.45,3.32,4.49,12.67,33.82,9.7,11.15,20.07,15.38,19.25,1.74,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3302,0,6.94,2.92,2.21,6.36,2.3,2.08,4.93,1.43,1.26,5.01,1.23,1.47,15.79,7.29,6.48,14.47,5.74,6.09,11.21,3.58,3.71,129.27,169.1,215.93,18.17,11.21,12.27,5.27,3.37,3.36,14.26,7.49,6.34,18.17,11.2,12.25,7.99,4.49,4.18,22.71,11.8,11.32,1.52,1.33,1.24,51.07,50.73,56.27,2.71,2.22,1.89,3.45,3.32,3.65,12.67,33.82,35.74,11.15,20.07,24.8,19.25,1.74,14.5,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3303,0,2.92,2.21,2.39,2.3,2.08,1.65,1.43,1.26,0.95,1.23,1.47,1.24,7.29,6.48,8.21,5.74,6.09,5.66,3.58,3.71,3.26,169.1,215.93,268.73,11.21,12.27,13.08,3.37,3.36,3.9,7.49,6.34,5.36,11.2,12.25,13.04,4.49,4.18,3.8,11.8,11.32,10.76,1.33,1.24,0.97,50.73,56.27,53.21,2.22,1.89,1.38,3.32,3.65,3.34,33.82,35.74,31.82,20.07,24.8,23.62,1.74,14.5,-2.71,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
